"regional_code","common_name_en","common_name_fr","scientific_name","aphia_id","count_of_occurrences_in_db"
2980,"Isopoda unidentified",NA,"Isopoda (o.)",1131,42
770,"Atlantic silverside","Capucette","Menidia menidia",159228,41
4334,"Black mussel","Moule noire","Musculus niger",140474,41
8366,"obsolete",NA,"Obsolete",NA,41
9305,"Eel grass",NA,"Zostera subg. Zostera marina",145795,40
4220,"Moon snail unidentified",NA,"Naticidae (f.)",145,36
4343,"Greenland smoothcockle","Coque du Groenland","Serripes groenlandicus",582749,36
400,"Monkfish",NA,"Lophius americanus",159184,34
1600,"Eggs - Invertebrate",NA,"Invertebrata sp. eggs",NA,34
8316,"Hormathia unidentified",NA,"Hormathia sp.",100757,33
11,"Haddock","Aiglefin","Melanogrammus aeglefinus",126437,32
8358,"Eusirus cuspidatus","Eusirus cuspidatus","Eusirus cuspidatus",102199,31
8629,"Hemigellius arcofer","Hemigellius arcofer","Hemigellius arcofer",166752,30
9993,"Third Unidentified Per Set",NA,NA,NA,30
4536,"Bobtail squid unidentified",NA,"Sepiolidae (f.)",11725,29
6118,"Blood star unidentified",NA,"Henricia sp.",123276,29
8628,"Haliclona (Flagellia) unidentified",NA,"Haliclona (Flagellia) sp.",1036217,29
624,"Arctic shanny",NA,"Stichaeus punctatus",159819,28
8321,"Epizoanthus papillosus","Epizoanthus papillosus","Epizoanthus papillosus",101037,27
16,"Pollock","Goberge","Pollachius virens",126441,26
110,"Arctic cod","Morue arctique","Boreogadus saida",126433,26
220,"Spiny dogfish","Aiguillat commun","Squalus acanthias",105923,25
505,"Gelatinous snailfish",NA,"Liparis fabricii",127218,25
6211,"Daisy brittle star",NA,"Ophiopholis aculeata",125125,25
8641,"Polymastia uberrima","Polymastia uberrima","Polymastia uberrima",134214,25
221,"Black dogfish","Aiguillat noir","Centroscyllium fabricii",105906,24
313,"Twohorn sculpin",NA,"Icelus bicornis",127199,24
4431,"Giant canoe-bubble","Scaphander punctostriatus","Scaphander punctostriatus",139490,24
303,"Grubby",NA,"Myoxocephalus aenaeus",159519,23
6135,"Two-spined star fish","Astropecten duplicatus","Astropecten duplicatus",178650,23
504,"Striped seasnail",NA,"Liparis liparis liparis",293624,21
2222,"Parapasiphae sulcatifrons","Parapasiphae sulcatifrons","Parapasiphae sulcatifrons",107673,21
5102,"Anemone sea spider",NA,"Pycnogonum litorale",239867,21
6101,"Ceramaster granularis","Ceramaster granularis","Ceramaster granularis",124020,21
8352,"Syscenus infelix","Syscenus infelix","Syscenus infelix",156446,21
8363,"Halipteris unidentified",NA,"Halipteris sp.",128491,21
4355,"Arctic surfclam","Mactre de Stimpson","Mactromeris polynyma",156863,20
6511,"Common sand dollar","Oursin plat","Echinarachnius parma",158062,20
7100,"Round worm unidentified",NA,"Nematoda (p.)",799,20
8319,"Actinauge verrillii","Actinauge verrillii","Actinauge verrillii",592915,20
9364,"Oyster thief","Codium fragile","Codium fragile",145086,20
1932,"Lamp shell unidentified",NA,"Terebratulina sp.",104040,19
2224,"NULL",NA,NA,107052,19
8643,"Sphaerotylus capitatus","Sphaerotylus capitatus","Sphaerotylus capitatus",170682,19
611,NA,NA,"Ammodytes sp.",125909,18
8100,"Comb jellies unidentified",NA,"Ctenophora (p.)",1248,18
8336,"Dead man's fingers","Doigts de mort","Alcyonium digitatum",125333,18
1297,"Larvae - Fish","Larve - Poisson",NA,NA,17
1100,"Eggs - Unidentified",NA,NA,NA,16
4317,"Atlantic surf clam","Mactre de l'Atlantique","Spisula solidissima",156996,16
8647,"Stylocordyla borealis","Stylocordyla borealis","Stylocordyla borealis",134240,16
4225,"Greenland margarite","Troque du groenland","Margarites groenlandicus",141820,15
4309,"Truncate softshell",NA,"Mya truncata",140431,15
4332,"Northern horsemussel",NA,"Modiolus modiolus",140467,15
7711,"Soft coral (D. glomerata)","Corail mou (D. glomerata)","Drifa glomerata",146941,15
8343,"obsolete",NA,"Obsolete",NA,15
8645,"Hymeniacidon unidentified",NA,"Hymeniacidon sp.",131808,15
8646,"Spongosorites unidentified",NA,"Spongosorites sp.",131818,15
1282,"Lebbeus microceros","Lebbeus microceros","Lebbeus microceros",158362,14
2219,"Glass shrimp unidentified",NA,"Pasiphaeidae (f.)",106790,14
2804,"Neohela monstrosa","Neohela monstrosa","Neohela monstrosa",102108,14
2893,"Nymphon unidentified",NA,"Nymphon sp.",134591,14
6601,"Pentamera calcigera","Pentamera calcigera","Pentamera calcigera",124655,14
8642,"Weberella bursa","Weberella bursa","Weberella bursa",134232,14
625,"Radiated shanny","Ulvaire deux-lignes","Ulvaria subbifurcata",159821,13
4318,"Softshell clam","Mye commune","Mya arenaria",140430,13
6129,"Poraniomorpha (Poraniomorpha) hispida","Poraniomorpha (Poraniomorpha) hispida","Poraniomorpha (Poraniomorpha) hispida",125170,13
6718,"Molpadia unidentified",NA,"Molpadia sp.",123540,13
18,"Gadiformes unidentified",NA,"Gadiformes sp.",10313,12
51,"Spotted wolffish",NA,"Anarhichas minor",126759,12
2566,"Bent-nosed squat lobster","Munidopsis curvirostra","Munidopsis curvirostra",107175,12
154,"Veiled anglemouth",NA,"Cyclothone microdon",127286,11
2322,"NULL",NA,NA,158362,11
8631,"Crella unidentified",NA,"Crella sp.",131936,11
621,"Rock gunnel","Sigouine de roche","Pholis gunnellus",126996,10
3300,"Peanut worm unidentified",NA,"Sipuncula (o.)",1268,10
4250,"Periwinkle unidentified",NA,"Littorinidae (f.)",119,10
4354,"Yoldia unidentified",NA,"Yoldia sp.",138672,10
5200,"Limpet unidentified",NA,NA,NA,10
7749,"Stalked sea squirt",NA,"Boltenia ovifera",103815,10
8618,"Haliclona unidentified",NA,"Haliclona sp.",131834,10
8648,"Plicatellopsis bowerbanki","Plicatellopsis bowerbanki","Plicatellopsis bowerbanki",1426129,10
8649,"Peachball sponge","Pseudosuberites montiniger","Pseudosuberites montiniger",134257,10
9301,"Brown rockweed unidentified",NA,"Fucus sp.",144129,10
9500,"Mud","Vase",NA,NA,10
24,"Striped bass",NA,"Morone saxatilis",151179,9
2213,"Similar shrimp","Crevette similaire","Atlantopandalus propinqvus",158351,9
3701,"Golfingia unidentified",NA,"Golfingia sp.",136021,9
4344,"Northern cyclocardia",NA,"Cyclocardia borealis",156832,9
5500,"Ribbon worm unidentified",NA,"Nemertea (p.)",152391,9
7000,"Parasitic roundworm unidentified",NA,NA,NA,9
138,"Mirror lanternfish","Lanterne-miroir","Lampadena speculigera",126608,8
2317,"Doll eualid","Bouc","Eualus pusiolus",107507,8
2561,"Right handed hermit crab unidentified",NA,"Pagurus sp.",106854,8
3131,"Nereis pelagica","Nereis pelagica","Nereis pelagica",130404,8
6213,"Notched brittle star",NA,"Ophiura sarsii",124934,8
6710,"Psolus unidentified",NA,"Psolus sp.",146121,8
8113,"Pleurobrachia unidentified",NA,"Pleurobrachia sp.",106346,8
8608,"Polymastia hemisphaerica","Polymastia hemisphaerica","Polymastia hemisphaerica",134200,8
8609,"Polymastia andrica","Polymastia andrica","Polymastia andrica",157415,8
9302,"Sea lettuce unidentified",NA,"Ulva sp.",144296,8
619,"Newfoundland eelpout","Lycode de Terre-Neuve","Lycodes terraenovae",127117,7
2524,"Rock crab unidentified",NA,"Cancer sp.",106876,7
3161,"Northern lugworm","Arenicola marina","Arenicola marina",129868,7
4232,"Eastern mud snail","Tritia obsoleta","Tritia obsoleta",876835,7
4306,"Glacial dipperclam","Cuspidaria glacialis","Cuspidaria glacialis",139445,7
4313,"Macoma unidentified",NA,"Macoma sp.",138531,7
6131,"Pincushion sea star","Diplopteraster multipes","Diplopteraster multipes",124128,7
8329,"Acanella arbuscula","Acanella arbuscula","Acanella arbuscula",125371,7
8635,"Artemisina arcigera","Artemisina arcigera","Artemisina arcigera",132992,7
8638,"Tedania (Tedania) suctoria","Tedania (Tedania) suctoria","Tedania (Tedania) suctoria",169587,7
642,"Lycodes unidentified",NA,"Lycodes sp.",126104,6
2220,"Crimson pasiphaeid","Sivade","Pasiphaea tarda",107678,6
2805,"Paramphithoe hystrix","Paramphithoe hystrix","Paramphithoe hystrix",102152,6
3451,"Priapulus caudatus","Priapulus caudatus","Priapulus caudatus",101160,6
4529,"Octopodidae unidentified",NA,"Octopodidae (f.)",11782,6
6000,"Echinodermata unidentified",NA,"Echinodermata (p.)",1806,6
7712,"Sea Pen (P. aculeata)","Plume de mer (P. aculeata)","Pennatula aculeata",128515,6
7748,"Pteraster pulvillus",NA,"Pteraster pulvillus",124151,6
8347,"Psilaster andromeda","Psilaster andromeda","Psilaster andromeda",123908,6
9325,"Sea cloander","Agarum clathratum","Agarum clathratum",157207,6
65,"Atlantic salmon","Saumon atlantique","Salmo salar",127186,5
205,"Spinytail skate",NA,"Bathyraja spinicauda",105868,5
643,"Greater eelpout","Grande lycode (Esmark)","Lycodes esmarkii",127103,5
720,"Atlantic saury","Balaou atlantique","Scomberesox saurus saurus",236461,5
868,"Lowfin snailfish","Limace ardente","Paraliparis calidus",159529,5
2539,"Lady crab","Crabe calico","Ovalipes ocellatus",158434,5
2610,"Euphausiidae unidentified",NA,"Euphausiidae (f.)",110671,5
2808,"Maera unidentified",NA,"Maera sp.",101675,5
2846,"Rhachotropis unidentified",NA,"Rhachotropis sp.",101528,5
3152,"Scalibregma inflatum","Scalibregma inflatum","Scalibregma inflatum",130980,5
4240,"Epitonium unidentified",NA,"Epitonium sp.",137943,5
4711,"Amicula vestita",NA,"Amicula vestita",159928,5
6310,"Gorgonocephalus unidentified",NA,"Gorgonocephalus sp.",123586,5
7708,"Anemone (A. callosa)",NA,"Actinostola callosa",100839,5
7745,"Jelly bryozoan",NA,"Alcyonidium gelatinosum",111600,5
8322,"Sea corn","Primnoa resedaeformis","Primnoa resedaeformis",125411,5
8637,"Rough scallop sponge","Myxilla (Myxilla) incrustans","Myxilla (Myxilla) incrustans",169466,5
9313,"Sea cauliflower","Leathesia marina","Leathesia marina",494940,5
9990,"mixed catch","mixed catch","mixed catch",NA,5
9994,"Fourth Unidentified Per Set",NA,NA,NA,5
52,"Northern wolffish",NA,"Anarhichas denticulatus",126757,4
115,"Threadfin rockling",NA,"Gaidropsarus ensis",126453,4
123,"Blackbelly rosefish",NA,"Helicolenus dactylopterus",127251,4
159,"Boa dragonfish","Dragon-boa","Stomias boa boa",234601,4
160,"Greater argentine","Grande argentine","Argentina silus",126715,4
309,"Triglops unidentified",NA,"Triglops sp.",126154,4
603,"Wolf eelpout",NA,"Lycenchelys verrillii",159258,4
627,"Pale eelpout","Lycode pale","Lycodes pallidus",127110,4
2419,"Sars shrimp","Crevette de Sars","Sabinea sarsii",107566,4
2511,"Jonah crab","Crabe tourteau boreal","Cancer borealis",158056,4
