regional_code,common_name_en,common_name_fr,scientific_name,aphia_ID,count_of_occurrences_in_db
8759,Blood Drop Sea Squirt,Ascidie goutte de sang,Dendrodoa carnea,103881,1
8760,Tunicate (Didemnum sp.),Ascidie (Didemnum sp.),Didemnum sp.,103456,1
8761,Tunicate (D. pulchella),Ascidie (D. pulchella),Dendrodoa pulchella,103885,6
8776,Tunicate (S. pulmonaria),Ascidie (S. pulmonaria),Synoicum pulmonaria,103692,14
8778,Tunicate (E. vitreum),Ascidie (E. vitreum),Eudistoma vitreum,103624,172
8781,Tunicate (P. corrugata),Ascidie (P. corrugata),Pelonaia corrugata,103894,4
8783,Tunicate (P. fibrosa),Ascidie (P. fibrosa),Polycarpa fibrosa,103902,40
8792,Sea Potato (B. ovifera),Patate de mer (B. ovifera),Boltenia ovifera,103815,282
8793,Cactus Sea Squirt (B. echinata),Cactus de mer (B. echinata),Boltenia echinata,103814,36
8797,Sea Peach,PÍche de mer,Halocynthia pyriformis,103828,22
8798,Tunicate (Botrylloides sp.),Ascidie (Botrylloides sp.),Botrylloides sp.,103528,42
8800,Tunicates (Styela Sp.),Ascidies (Styela sp.),Styela sp.,103543,1
8801,Tunicate (S. rustica),Ascidie (S. rustica),Styela rustica,103937,3
8802,Tunicate (S. coriacea),Ascidie (S. coriacea),Styela coriacea,103930,1
8812,Sea Grapes (M. griffithsii),Ascidie (M. griffitsii),Molgula griffithsii,250885,1
9100,Red Algae,Algues rouges,Rhodophyta,852,122
9200,Brown Algae (Phaeophyta),Algues brunes (Phaeophyta),Phaeophyta,829,167
9202,Brown Algae (Agarum sp.),Algues brunes (Agarum sp.),Agarum sp.,157205,15
9203,Sea Colander,Laminaire criblée,Agarum clathratum,157207,42
9206,Brown Seaweed (C. crispus),Mousse d'Irlande (C. crispus),Chondrus crispus,145625,22
9215,Brown Algae (Fucales),Algues brunes (Fucales),Fucales,844,84
9218,Brown Algeas (Ascophyllum sp.),Algues brunes (Ascophyllum sp.),Ascophyllum sp.,144128,1
9220,Kelps (Laminaria sp.),Laminaires (Laminaria sp.),Laminaria sp.,144199,234
9950,Whelk Eggs (Neptunea sp.),Oeufs de neptunées (Neptunea sp.),Oeufs de neptunées (Neptunea sp.), ,0
9965,,Capsule de raie lisse,Capsule de raie lisse, ,237
9966,,Capsule de raie épineuse,Capsule de raie épineuse, ,216
9967,,Capsule de raie à queue épineuse,Capsule de raie à queue épineuse, ,1
9968,,Capsule de raie ronde,Capsule de raie ronde,  ,2
9970,Skates Eggs,Capsule de raies,Capsule de raies, ,415
9995,Trash,Déchets,Déchets,,3184
9999,Unknown,Inconnu,Inconnu,,51
